tss_id,chromosome,coordinate,strand,sigma_factor,resolution,data_source,pubmed_references
BSGatlas-TSS-2599,basu168,3262575,-,K,22,Nicolas et al.,
BSGatlas-TSS-2600,basu168,3263403,+,A,22,Nicolas et al.,
BSGatlas-TSS-2601,basu168,3263784,-,A,22,Nicolas et al.,
BSGatlas-TSS-2602,basu168,3263799,+,K,22,Nicolas et al.,
BSGatlas-TSS-2603,basu168,3264535,-,K,22,Nicolas et al.,
BSGatlas-TSS-2604,basu168,3265239,-,A,22,Nicolas et al.,
BSGatlas-TSS-2605,basu168,3265329,-,K,22,Nicolas et al.,
BSGatlas-TSS-2606,basu168,3266163,-,A,22,Nicolas et al.,
BSGatlas-TSS-2607,basu168,3266637,+,B,22,Nicolas et al.,
BSGatlas-TSS-2608,basu168,3273703,+,B,22,Nicolas et al.,
BSGatlas-TSS-2609,basu168,3276494,+,A,22,Nicolas et al.,
BSGatlas-TSS-2610,basu168,3276513,-,A,22,Nicolas et al.,
BSGatlas-TSS-2611,basu168,3276604,+,K,22,Nicolas et al.,
BSGatlas-TSS-2612,basu168,3276802,+,A,22,Nicolas et al.,
BSGatlas-TSS-2613,basu168,3276919,+,A,22,Nicolas et al.,
BSGatlas-TSS-2614,basu168,3276944,-,A,22,Nicolas et al.,
BSGatlas-TSS-2615,basu168,3278300,+,A,0,DBTBS,"8226620,17962296"
BSGatlas-TSS-2616,basu168,3279528,+,H,22,Nicolas et al.,
BSGatlas-TSS-2617,basu168,3291362,+,A,22,Nicolas et al.,
BSGatlas-TSS-2618,basu168,3292405,-,A,0,DBTBS,8550523
BSGatlas-TSS-2619,basu168,3293440,-,A,22,Nicolas et al.,
BSGatlas-TSS-2620,basu168,3294222,+,A,22,Nicolas et al.,
BSGatlas-TSS-2621,basu168,3294254,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2622,basu168,3296327,-,A,22,Nicolas et al.,
BSGatlas-TSS-2623,basu168,3297500,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2624,basu168,3297962,+,A,22,Nicolas et al.,
BSGatlas-TSS-2625,basu168,3297999,-,A,22,Nicolas et al.,
BSGatlas-TSS-2626,basu168,3298928,+,K,22,Nicolas et al.,
BSGatlas-TSS-2627,basu168,3299252,-,F,0,DBTBS,16497325
BSGatlas-TSS-2628,basu168,3299590,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2629,basu168,3299688,-,A,22,Nicolas et al.,
BSGatlas-TSS-2630,basu168,3299906,-,A,22,Nicolas et al.,
BSGatlas-TSS-2631,basu168,3301382,-,E,22,Nicolas et al.,
BSGatlas-TSS-2632,basu168,3301447,-,A,22,Nicolas et al.,
BSGatlas-TSS-2633,basu168,3301541,+,A,22,Nicolas et al.,
BSGatlas-TSS-2634,basu168,3301624,-,E,22,Nicolas et al.,
BSGatlas-TSS-2635,basu168,3302893,-,A,22,Nicolas et al.,
BSGatlas-TSS-2636,basu168,3302979,+,A,22,Nicolas et al.,
BSGatlas-TSS-2637,basu168,3303143,-,F,22,Nicolas et al.,
BSGatlas-TSS-2638,basu168,3305320,-,A,22,Nicolas et al.,
BSGatlas-TSS-2639,basu168,3305428,-,A,22,Nicolas et al.,
BSGatlas-TSS-2640,basu168,3306002,-,A,22,Nicolas et al.,
BSGatlas-TSS-2641,basu168,3306618,-,K,22,Nicolas et al.,
BSGatlas-TSS-2642,basu168,3306930,-,A,22,Nicolas et al.,
BSGatlas-TSS-2643,basu168,3307594,+,B,22,Nicolas et al.,
BSGatlas-TSS-2644,basu168,3308273,-,A,22,Nicolas et al.,
BSGatlas-TSS-2645,basu168,3308576,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2646,basu168,3308620,-,A,22,Nicolas et al.,
BSGatlas-TSS-2647,basu168,3308787,+,A,22,Nicolas et al.,
BSGatlas-TSS-2648,basu168,3310335,-,A,22,Nicolas et al.,
BSGatlas-TSS-2649,basu168,3310392,+,A,22,Nicolas et al.,
BSGatlas-TSS-2650,basu168,3312774,-,H,22,Nicolas et al.,
BSGatlas-TSS-2651,basu168,3316045,+,K,22,Nicolas et al.,
BSGatlas-TSS-2652,basu168,3316211,-,A,22,Nicolas et al.,
BSGatlas-TSS-2653,basu168,3317182,+,E,22,Nicolas et al.,
BSGatlas-TSS-2654,basu168,3317379,-,E,22,Nicolas et al.,
BSGatlas-TSS-2655,basu168,3317409,+,E,22,Nicolas et al.,
BSGatlas-TSS-2656,basu168,3317475,+,K,22,Nicolas et al.,
BSGatlas-TSS-2657,basu168,3319606,-,A,22,Nicolas et al.,
BSGatlas-TSS-2658,basu168,3319653,+,F,22,Nicolas et al.,
BSGatlas-TSS-2659,basu168,3321355,-,A,22,Nicolas et al.,
BSGatlas-TSS-2660,basu168,3321427,+,F,22,Nicolas et al.,
BSGatlas-TSS-2661,basu168,3321533,-,A,22,Nicolas et al.,
BSGatlas-TSS-2662,basu168,3323245,-,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2663,basu168,3323642,-,K,22,Nicolas et al.,
BSGatlas-TSS-2664,basu168,3326319,+,E,22,Nicolas et al.,
BSGatlas-TSS-2665,basu168,3326791,-,A,22,Nicolas et al.,
BSGatlas-TSS-2666,basu168,3327182,-,A,22,Nicolas et al.,
BSGatlas-TSS-2667,basu168,3328654,-,A,0,DBTBS,"12029039,17962296"
BSGatlas-TSS-2668,basu168,3328672,+,A,22,Nicolas et al.,
BSGatlas-TSS-2669,basu168,3328683,-,E,22,Nicolas et al.,
BSGatlas-TSS-2670,basu168,3330475,+,A,0,DBTBS,12029039
BSGatlas-TSS-2671,basu168,3334745,+,A,22,Nicolas et al.,
BSGatlas-TSS-2672,basu168,3335378,+,K,22,Nicolas et al.,
BSGatlas-TSS-2673,basu168,3341024,-,A,22,Nicolas et al.,
BSGatlas-TSS-2674,basu168,3341058,-,A,0,DBTBS,"12029039,17962296"
BSGatlas-TSS-2675,basu168,3343697,-,A,0,DBTBS,"12029039,17962296"
BSGatlas-TSS-2676,basu168,3344072,+,A,22,Nicolas et al.,
BSGatlas-TSS-2677,basu168,3346185,+,A,22,Nicolas et al.,
BSGatlas-TSS-2678,basu168,3346253,+,A,22,Nicolas et al.,
BSGatlas-TSS-2679,basu168,3347250,-,A,22,Nicolas et al.,
BSGatlas-TSS-2680,basu168,3347448,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2681,basu168,3350980,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2682,basu168,3352043,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2683,basu168,3352143,-,A,0,BsubCyc,18083814
BSGatlas-TSS-2684,basu168,3352750,-,F,22,Nicolas et al.,
BSGatlas-TSS-2685,basu168,3353938,-,A,22,Nicolas et al.,
BSGatlas-TSS-2686,basu168,3354043,+,K,0,DBTBS,"9852018,17962296"
BSGatlas-TSS-2687,basu168,3354048,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2688,basu168,3354356,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2689,basu168,3355345,-,A,22,Nicolas et al.,
BSGatlas-TSS-2690,basu168,3360825,-,A,22,Nicolas et al.,
BSGatlas-TSS-2691,basu168,3360890,-,A,22,Nicolas et al.,
BSGatlas-TSS-2692,basu168,3361196,-,A,22,Nicolas et al.,
BSGatlas-TSS-2693,basu168,3361705,-,F,22,Nicolas et al.,
BSGatlas-TSS-2694,basu168,3361974,+,E,22,Nicolas et al.,
BSGatlas-TSS-2695,basu168,3364542,-,A,22,Nicolas et al.,
BSGatlas-TSS-2696,basu168,3366082,-,F,22,Nicolas et al.,
BSGatlas-TSS-2697,basu168,3366544,-,A,22,Nicolas et al.,
BSGatlas-TSS-2698,basu168,3366962,-,A,22,Nicolas et al.,
BSGatlas-TSS-2699,basu168,3371836,+,E,22,Nicolas et al.,
BSGatlas-TSS-2700,basu168,3372465,-,A,0,DBTBS,17189250
BSGatlas-TSS-2701,basu168,3372563,+,F,22,Nicolas et al.,
BSGatlas-TSS-2702,basu168,3374171,-,K,22,Nicolas et al.,
BSGatlas-TSS-2703,basu168,3374426,+,A,22,Nicolas et al.,
BSGatlas-TSS-2704,basu168,3377808,-,A,22,Nicolas et al.,
BSGatlas-TSS-2705,basu168,3377833,+,A,22,Nicolas et al.,
BSGatlas-TSS-2706,basu168,3380077,-,A,22,Nicolas et al.,
BSGatlas-TSS-2707,basu168,3380624,-,E,22,Nicolas et al.,
BSGatlas-TSS-2708,basu168,3382538,-,A,22,Nicolas et al.,
BSGatlas-TSS-2709,basu168,3382593,+,A,22,Nicolas et al.,
BSGatlas-TSS-2710,basu168,3383034,+,F,22,Nicolas et al.,
BSGatlas-TSS-2711,basu168,3383537,+,A,0,DBTBS,"14563870,17962296"
BSGatlas-TSS-2712,basu168,3385618,-,A,22,Nicolas et al.,
BSGatlas-TSS-2713,basu168,3385625,+,A,0,DBTBS,12270824
BSGatlas-TSS-2714,basu168,3385697,-,A,22,Nicolas et al.,
BSGatlas-TSS-2715,basu168,3385706,+,A,0,DBTBS,12270824
BSGatlas-TSS-2716,basu168,3388000,+,A,22,Nicolas et al.,
BSGatlas-TSS-2717,basu168,3388007,-,A,22,Nicolas et al.,
BSGatlas-TSS-2718,basu168,3388287,-,A,22,Nicolas et al.,
BSGatlas-TSS-2719,basu168,3388830,-,D,22,Nicolas et al.,
BSGatlas-TSS-2720,basu168,3390443,-,H,0,DBTBS,"3130545,2509422,17962296"
BSGatlas-TSS-2721,basu168,3390698,-,A,0,DBTBS,"3130545,2509422,2509423,17962296"
BSGatlas-TSS-2722,basu168,3390712,-,A,0,DBTBS,"3130545,2509422,2509423"
BSGatlas-TSS-2723,basu168,3390753,+,F,0,DBTBS,"2110996,17962296,1744043"
BSGatlas-TSS-2724,basu168,3397765,-,A,0,DBTBS,16816187
BSGatlas-TSS-2725,basu168,3398956,-,A,0,DBTBS,15273097
BSGatlas-TSS-2726,basu168,3400405,-,A,22,Nicolas et al.,
BSGatlas-TSS-2727,basu168,3404707,-,A,22,Nicolas et al.,
BSGatlas-TSS-2728,basu168,3404795,+,A,22,Nicolas et al.,
BSGatlas-TSS-2729,basu168,3406585,-,B,22,Nicolas et al.,
BSGatlas-TSS-2730,basu168,3409115,-,A,22,Nicolas et al.,
BSGatlas-TSS-2731,basu168,3409463,-,B,22,Nicolas et al.,
BSGatlas-TSS-2732,basu168,3410002,-,A,22,Nicolas et al.,
BSGatlas-TSS-2733,basu168,3410048,-,A,0,BsubCyc,"17962296,18573182"
BSGatlas-TSS-2734,basu168,3410151,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2735,basu168,3410395,+,Unknown,0,BsubCyc,18573182
BSGatlas-TSS-2736,basu168,3415273,-,A,22,Nicolas et al.,
BSGatlas-TSS-2737,basu168,3415569,+,K,22,Nicolas et al.,
BSGatlas-TSS-2738,basu168,3418326,-,A,22,Nicolas et al.,
BSGatlas-TSS-2739,basu168,3418419,+,A,22,Nicolas et al.,
BSGatlas-TSS-2740,basu168,3420512,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2741,basu168,3421389,-,A,22,Nicolas et al.,
BSGatlas-TSS-2742,basu168,3421634,-,F,0,DBTBS,"9852018,17962296"
BSGatlas-TSS-2743,basu168,3421716,+,A,22,Nicolas et al.,
BSGatlas-TSS-2745,basu168,3422301,+,A,22,Nicolas et al.,
BSGatlas-TSS-2746,basu168,3425194,-,A,22,Nicolas et al.,
BSGatlas-TSS-2747,basu168,3425239,+,A,22,Nicolas et al.,
BSGatlas-TSS-2748,basu168,3427471,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2749,basu168,3427627,-,A,22,Nicolas et al.,
BSGatlas-TSS-2750,basu168,3427755,+,B,22,Nicolas et al.,
BSGatlas-TSS-2751,basu168,3430011,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2752,basu168,3430495,-,A,22,Nicolas et al.,
BSGatlas-TSS-2753,basu168,3434200,-,A,0,DBTBS,"12169591,17962296"
BSGatlas-TSS-2754,basu168,3434220,+,A,22,Nicolas et al.,
BSGatlas-TSS-2755,basu168,3436697,+,A,22,Nicolas et al.,
BSGatlas-TSS-2756,basu168,3436699,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2757,basu168,3436753,-,A,22,Nicolas et al.,
BSGatlas-TSS-2758,basu168,3436809,-,K,22,Nicolas et al.,
BSGatlas-TSS-2759,basu168,3437513,-,A,22,Nicolas et al.,
BSGatlas-TSS-2760,basu168,3438800,-,A,22,Nicolas et al.,
BSGatlas-TSS-2761,basu168,3441054,-,A,22,Nicolas et al.,
BSGatlas-TSS-2762,basu168,3443867,-,A,22,Nicolas et al.,
BSGatlas-TSS-2763,basu168,3444176,+,A,22,Nicolas et al.,
BSGatlas-TSS-2764,basu168,3444241,-,B,22,Nicolas et al.,
BSGatlas-TSS-2765,basu168,3444322,+,B,22,Nicolas et al.,
BSGatlas-TSS-2766,basu168,3446112,-,G,0,DBTBS,16497325
BSGatlas-TSS-2767,basu168,3446158,-,A,0,BsubCyc,"17725564,17962296"
BSGatlas-TSS-2768,basu168,3448183,-,F,22,Nicolas et al.,
BSGatlas-TSS-2769,basu168,3449664,-,A,22,Nicolas et al.,
BSGatlas-TSS-2770,basu168,3450559,-,B,22,Nicolas et al.,
BSGatlas-TSS-2771,basu168,3450603,-,A,22,Nicolas et al.,
BSGatlas-TSS-2772,basu168,3451065,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2773,basu168,3451131,-,A,22,Nicolas et al.,
BSGatlas-TSS-2774,basu168,3451197,-,A,22,Nicolas et al.,
BSGatlas-TSS-2775,basu168,3451605,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2776,basu168,3451765,-,A,0,BsubCyc,17369301
BSGatlas-TSS-2777,basu168,3452991,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2778,basu168,3454629,-,B,22,Nicolas et al.,
BSGatlas-TSS-2779,basu168,3454991,-,A,0,BsubCyc,17369301
BSGatlas-TSS-2780,basu168,3455354,-,A,0,BsubCyc,17369301
BSGatlas-TSS-2781,basu168,3455433,+,F,22,Nicolas et al.,
BSGatlas-TSS-2782,basu168,3455543,+,H,22,Nicolas et al.,
BSGatlas-TSS-2783,basu168,3456621,+,A,22,Nicolas et al.,
BSGatlas-TSS-2784,basu168,3457589,+,A,22,Nicolas et al.,
BSGatlas-TSS-2785,basu168,3458028,+,D,22,Nicolas et al.,
BSGatlas-TSS-2786,basu168,3460206,+,B,22,Nicolas et al.,
BSGatlas-TSS-2787,basu168,3463319,-,A,0,DBTBS,"10216873,17962296"
BSGatlas-TSS-2788,basu168,3463374,+,E,22,Nicolas et al.,
BSGatlas-TSS-2789,basu168,3463492,+,A,22,Nicolas et al.,
BSGatlas-TSS-2790,basu168,3464210,+,A,22,Nicolas et al.,
BSGatlas-TSS-2791,basu168,3464253,-,A,22,Nicolas et al.,
BSGatlas-TSS-2792,basu168,3464324,-,A,22,Nicolas et al.,
BSGatlas-TSS-2793,basu168,3465630,+,A,22,Nicolas et al.,
BSGatlas-TSS-2794,basu168,3465663,-,A,22,Nicolas et al.,
BSGatlas-TSS-2795,basu168,3467384,-,A,0,DBTBS,"16469701,17962296"
BSGatlas-TSS-2796,basu168,3468214,+,K,22,Nicolas et al.,
BSGatlas-TSS-2797,basu168,3471061,-,A,22,Nicolas et al.,
BSGatlas-TSS-2798,basu168,3471230,+,A,22,Nicolas et al.,
BSGatlas-TSS-2799,basu168,3472523,-,B,22,Nicolas et al.,
BSGatlas-TSS-2800,basu168,3472590,+,A,22,Nicolas et al.,
BSGatlas-TSS-2801,basu168,3473320,+,A,22,Nicolas et al.,
BSGatlas-TSS-2802,basu168,3475974,+,A,22,Nicolas et al.,
BSGatlas-TSS-2803,basu168,3475978,-,A,22,Nicolas et al.,
BSGatlas-TSS-2804,basu168,3481636,-,A,0,DBTBS,11489127
BSGatlas-TSS-2805,basu168,3482646,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2806,basu168,3482768,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2807,basu168,3483870,-,A,0,DBTBS,"11489127,17962296"
BSGatlas-TSS-2808,basu168,3483996,-,K,22,Nicolas et al.,
BSGatlas-TSS-2809,basu168,3485569,-,A,0,DBTBS,"9401028,17962296"
BSGatlas-TSS-2810,basu168,3485643,+,A,0,DBTBS,9401028
BSGatlas-TSS-2811,basu168,3487895,-,A,22,Nicolas et al.,
BSGatlas-TSS-2812,basu168,3488542,+,F,22,Nicolas et al.,
BSGatlas-TSS-2813,basu168,3488904,-,A,22,Nicolas et al.,
BSGatlas-TSS-2814,basu168,3488909,+,A,22,Nicolas et al.,
BSGatlas-TSS-2815,basu168,3492717,-,D,22,Nicolas et al.,
BSGatlas-TSS-2816,basu168,3494526,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2817,basu168,3494834,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2818,basu168,3495626,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2819,basu168,3495768,-,A,22,Nicolas et al.,
BSGatlas-TSS-2820,basu168,3497654,-,A,22,Nicolas et al.,
BSGatlas-TSS-2821,basu168,3499288,-,A,22,Nicolas et al.,
BSGatlas-TSS-2822,basu168,3499491,+,A,22,Nicolas et al.,
BSGatlas-TSS-2823,basu168,3508556,-,A,0,BsubCyc,27501980
BSGatlas-TSS-2824,basu168,3510597,-,A,22,Nicolas et al.,
BSGatlas-TSS-2825,basu168,3510671,+,A,22,Nicolas et al.,
BSGatlas-TSS-2826,basu168,3510684,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2827,basu168,3513628,+,A,22,Nicolas et al.,
BSGatlas-TSS-2828,basu168,3513837,-,A,22,Nicolas et al.,
BSGatlas-TSS-2829,basu168,3528263,-,D,22,Nicolas et al.,
BSGatlas-TSS-2830,basu168,3529837,+,E,22,Nicolas et al.,
BSGatlas-TSS-2831,basu168,3529911,-,A,0,DBTBS,"15661000,17962296"
BSGatlas-TSS-2832,basu168,3530057,+,A,22,Nicolas et al.,
BSGatlas-TSS-2833,basu168,3530590,+,A,22,Nicolas et al.,
BSGatlas-TSS-2834,basu168,3533345,-,A,22,Nicolas et al.,
BSGatlas-TSS-2835,basu168,3535486,-,W,0,DBTBS,"9987136,8491712,12207695,17962296"
BSGatlas-TSS-2836,basu168,3535813,+,A,0,DBTBS,"2428811,3118760,17962296"
BSGatlas-TSS-2837,basu168,3539137,+,F,0,DBTBS,16497325
BSGatlas-TSS-2838,basu168,3540786,+,A,22,Nicolas et al.,
BSGatlas-TSS-2839,basu168,3542722,-,F,0,DBTBS,16497325
BSGatlas-TSS-2840,basu168,3544323,-,K,22,Nicolas et al.,
BSGatlas-TSS-2841,basu168,3544372,+,E,22,Nicolas et al.,
BSGatlas-TSS-2842,basu168,3544599,+,K,22,Nicolas et al.,
BSGatlas-TSS-2843,basu168,3546012,-,A,22,Nicolas et al.,
BSGatlas-TSS-2844,basu168,3546132,+,B,0,DBTBS,"9643546,8012595,17962296"
BSGatlas-TSS-2845,basu168,3546201,+,A,0,DBTBS,"9643546,17962296"
BSGatlas-TSS-2846,basu168,3553597,+,K,22,Nicolas et al.,
BSGatlas-TSS-2847,basu168,3557623,+,E,22,Nicolas et al.,
BSGatlas-TSS-2848,basu168,3557722,-,A,22,Nicolas et al.,
BSGatlas-TSS-2849,basu168,3558762,-,H,22,Nicolas et al.,
BSGatlas-TSS-2850,basu168,3559574,-,A,22,Nicolas et al.,
BSGatlas-TSS-2851,basu168,3559581,+,A,22,Nicolas et al.,
BSGatlas-TSS-2852,basu168,3562238,-,A,22,Nicolas et al.,
BSGatlas-TSS-2853,basu168,3562331,+,E,22,Nicolas et al.,
BSGatlas-TSS-2854,basu168,3562529,+,A,22,Nicolas et al.,
BSGatlas-TSS-2855,basu168,3568193,-,A,22,Nicolas et al.,
BSGatlas-TSS-2856,basu168,3568239,+,A,22,Nicolas et al.,
BSGatlas-TSS-2857,basu168,3572923,-,A,22,Nicolas et al.,
BSGatlas-TSS-2858,basu168,3572980,-,A,22,Nicolas et al.,
BSGatlas-TSS-2859,basu168,3574245,-,A,22,Nicolas et al.,
BSGatlas-TSS-2860,basu168,3574320,+,B,22,Nicolas et al.,
BSGatlas-TSS-2861,basu168,3575421,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2862,basu168,3575707,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2863,basu168,3575982,-,A,22,Nicolas et al.,
BSGatlas-TSS-2864,basu168,3579580,-,A,0,BsubCyc,21077936
BSGatlas-TSS-2865,basu168,3582779,-,A,22,Nicolas et al.,
BSGatlas-TSS-2866,basu168,3585607,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2867,basu168,3589435,+,A,22,Nicolas et al.,
BSGatlas-TSS-2868,basu168,3589438,-,A,22,Nicolas et al.,
BSGatlas-TSS-2869,basu168,3589577,+,A,22,Nicolas et al.,
BSGatlas-TSS-2870,basu168,3590391,-,F,22,Nicolas et al.,
BSGatlas-TSS-2871,basu168,3595218,-,A,0,BsubCyc,23667565
BSGatlas-TSS-2872,basu168,3595327,+,A,0,BsubCyc,23667565
BSGatlas-TSS-2873,basu168,3596365,+,B,22,Nicolas et al.,
BSGatlas-TSS-2874,basu168,3601936,-,F,22,Nicolas et al.,
BSGatlas-TSS-2875,basu168,3602024,+,A,22,Nicolas et al.,
BSGatlas-TSS-2876,basu168,3602657,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2877,basu168,3604754,-,A,22,Nicolas et al.,
BSGatlas-TSS-2878,basu168,3604922,+,A,22,Nicolas et al.,
BSGatlas-TSS-2879,basu168,3608829,-,W,0,DBTBS,"9987136,12207695,17962296"
BSGatlas-TSS-2880,basu168,3608949,+,A,22,Nicolas et al.,
BSGatlas-TSS-2881,basu168,3609334,-,A,22,Nicolas et al.,
BSGatlas-TSS-2882,basu168,3609575,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2883,basu168,3609663,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2884,basu168,3614976,-,A,22,Nicolas et al.,
BSGatlas-TSS-2885,basu168,3615374,-,A,0,DBTBS,"1744042,17962296"
BSGatlas-TSS-2886,basu168,3615429,-,B,0,DBTBS,"1744042,17962296"
BSGatlas-TSS-2887,basu168,3615581,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2888,basu168,3615701,+,A,22,Nicolas et al.,
BSGatlas-TSS-2889,basu168,3618321,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2890,basu168,3622137,-,A,22,Nicolas et al.,
BSGatlas-TSS-2891,basu168,3622219,-,D,22,Nicolas et al.,
BSGatlas-TSS-2892,basu168,3623840,-,F,0,DBTBS,"16497325,17962296"
BSGatlas-TSS-2893,basu168,3625640,-,A,22,Nicolas et al.,
BSGatlas-TSS-2894,basu168,3626119,-,A,22,Nicolas et al.,
BSGatlas-TSS-2895,basu168,3627021,-,A,22,Nicolas et al.,
BSGatlas-TSS-2896,basu168,3630908,-,A,0,DBTBS,"9882663,17962296"
BSGatlas-TSS-2897,basu168,3631565,+,A,22,Nicolas et al.,
BSGatlas-TSS-2898,basu168,3631600,-,H,0,DBTBS,"9852014,11254139,17962296"
BSGatlas-TSS-2899,basu168,3631608,-,B,0,DBTBS,"9852014,11377871,17962296"
BSGatlas-TSS-2900,basu168,3631729,-,E,22,Nicolas et al.,
BSGatlas-TSS-2901,basu168,3634778,-,D,0,DBTBS,"8195064,17962296"
BSGatlas-TSS-2902,basu168,3634897,-,A,22,Nicolas et al.,
BSGatlas-TSS-2903,basu168,3635987,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2904,basu168,3635993,-,D,0,DBTBS,"2498284,17962296"
BSGatlas-TSS-2905,basu168,3637659,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2906,basu168,3640591,-,D,0,BsubCyc,21736639
BSGatlas-TSS-2907,basu168,3641093,-,D,0,DBTBS,"6273817,6313226,8045879"
BSGatlas-TSS-2908,basu168,3642146,-,A,22,Nicolas et al.,
BSGatlas-TSS-2909,basu168,3643575,-,A,0,DBTBS,8412657
BSGatlas-TSS-2910,basu168,3643957,+,A,22,Nicolas et al.,
BSGatlas-TSS-2911,basu168,3644555,-,A,22,Nicolas et al.,
BSGatlas-TSS-2912,basu168,3646613,+,A,22,Nicolas et al.,
BSGatlas-TSS-2913,basu168,3646657,-,A,0,DBTBS,"1688843,17962296"
BSGatlas-TSS-2914,basu168,3646701,+,I,22,Nicolas et al.,
BSGatlas-TSS-2915,basu168,3647706,-,B,22,Nicolas et al.,
BSGatlas-TSS-2916,basu168,3648747,+,K,22,Nicolas et al.,
BSGatlas-TSS-2917,basu168,3649813,-,A,22,Nicolas et al.,
BSGatlas-TSS-2918,basu168,3658936,-,Unknown,0,BsubCyc,10048024
BSGatlas-TSS-2919,basu168,3658937,-,Unknown,0,DBTBS,10048024
BSGatlas-TSS-2920,basu168,3663109,-,D,0,DBTBS,"1357079,8093697,17962296"
BSGatlas-TSS-2921,basu168,3663113,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2922,basu168,3663130,-,A,0,DBTBS,"1357079,17962296"
BSGatlas-TSS-2923,basu168,3663197,+,W,0,DBTBS,"9636707,1357079,17962296"
BSGatlas-TSS-2924,basu168,3663257,+,A,0,DBTBS,"1357079,9636707,17962296"
BSGatlas-TSS-2925,basu168,3665436,-,A,22,Nicolas et al.,
BSGatlas-TSS-2926,basu168,3665549,+,A,0,DBTBS,"8320212,17962296"
BSGatlas-TSS-2927,basu168,3665584,+,B,0,DBTBS,"8320212,17962296"
BSGatlas-TSS-2928,basu168,3669959,+,B,22,Nicolas et al.,
BSGatlas-TSS-2929,basu168,3672493,-,A,0,DBTBS,"16735734,17962296"
BSGatlas-TSS-2930,basu168,3672737,-,D,22,Nicolas et al.,
BSGatlas-TSS-2931,basu168,3672793,+,A,22,Nicolas et al.,
BSGatlas-TSS-2932,basu168,3672925,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2933,basu168,3676059,-,A,22,Nicolas et al.,
BSGatlas-TSS-2934,basu168,3679195,+,W,22,Nicolas et al.,
BSGatlas-TSS-2935,basu168,3681091,-,A,0,DBTBS,"7581998,17962296"
BSGatlas-TSS-2936,basu168,3681295,+,A,0,DBTBS,"7581998,17962296"
BSGatlas-TSS-2937,basu168,3681853,-,F,22,Nicolas et al.,
BSGatlas-TSS-2938,basu168,3683392,+,A,22,Nicolas et al.,
BSGatlas-TSS-2939,basu168,3686073,-,K,22,Nicolas et al.,
BSGatlas-TSS-2940,basu168,3687506,-,D,0,DBTBS,"7581999,7934877,17962296"
BSGatlas-TSS-2941,basu168,3688577,-,B,22,Nicolas et al.,
BSGatlas-TSS-2942,basu168,3688717,-,A,0,BsubCyc,
BSGatlas-TSS-2943,basu168,3688776,+,F,0,DBTBS,"7812448,17962296"
BSGatlas-TSS-2944,basu168,3693954,-,B,0,DBTBS,"11532142,17962296"
BSGatlas-TSS-2945,basu168,3694080,+,W,22,Nicolas et al.,
BSGatlas-TSS-2946,basu168,3694202,+,A,22,Nicolas et al.,
BSGatlas-TSS-2947,basu168,3695280,+,A,22,Nicolas et al.,
BSGatlas-TSS-2948,basu168,3697542,-,D,22,Nicolas et al.,
BSGatlas-TSS-2949,basu168,3699139,+,B,22,Nicolas et al.,
BSGatlas-TSS-2950,basu168,3701379,+,A,0,DBTBS,"7511775,17962296"
BSGatlas-TSS-2951,basu168,3701384,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2952,basu168,3702276,+,A,22,Nicolas et al.,
BSGatlas-TSS-2953,basu168,3707094,+,B,22,Nicolas et al.,
